1786
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 4 FFFF FFFF SSFF FFFF FFFF FFCR FFFF FFRF FFFF CRRR FCCR CRRR
 5 FFFF FFFF FFFC FFCC FFFF FFFF FFFF FFRF FFFF FFFF FCCF SSRR
 6 FFFF FFFF FFFF FRRF FFFR FFFF FFFC FFFF FFFF RFFF FFFF FFFF
 7 FFFF CSSS CCCC FFSS CCCC FFFF FFFF FFFF FFFF FFFF FFFF FFCR
 8 FFCC FFFF SSSS FFFF CCCC FFCC CFFF FFRC CFFF FFFF CRCR FFFF
 9 CFFF SSSS SSRR FFFF FFFF FFFF FFFF FFFF FFFF CRRR CFFC FRRR
10 FFFC CFCS FFFF FFFF FFFF CRRR FFFF FFRC FFFF RRFF FFFF FFFF
11 SSCC SCFF FFFF FFFF FFCR CFFF FFFF CFFF FFFF RRFF FFFF FFFF
12 FFFF FFFF FFFS RFFF CRFF FFFR FFFF FFRC CCRF FFFF SRRR FFFF
13 FFFF FFFF RRRR FFFF FFFF FRRF FFFF FFFF FFFF FFFF SFFF CCCC
14 FFFF FFFF FFFF FFFF FFFF FFCF FRRR FFFF FFFC FFFC FFFF FFFF
15 FFFF FFFF FFFF FFFF FFFF FRFF CFFF FCCC RFFF RRRR FFFF CSSC
16 FFFF FCRR SSCC FFFF CCRR CFFF FFFF FFFF RFFF RRRR FFFF SFFF
17 SSRF RRRC FFFF FFFF CRRR FFFF FFFF RFRC FFFF FFFF FFFF FFFF
18 FFFF FFFF FFFF FFFF RRRC FFFF FFFF FFFF RFFF RRRR FFFF FFFF
19 FSSF FFFF FFFF FFFF CRRR FFFF FFRR FFFF      FCFF RFFF CSRF
20 FFFF SSRC RRFF FFFF RRCC FFFF FFFF FFFF      FFFF FFFF FFFF
21 FFFF FFFF CCFF FFRR CRRC FFFF FFFF FFFF      FFFF CRFF FFFF
22 SSCC FFFF FFFF FFFF RRCC FFFF FFFF FFFF      FFFF FFFF SFFF
23 FFFF FFFF FFFF FFCR FFFF FFFF FFFF FFFF FFFF FFCC FFFR FFFF
24 FFFF RRCC FFFF FFFF FFFR FFFF FFFF FFFF RFFF FFFF RCCC SSCC
25 FFFF CCCC FFFF FFFF RFFF FFRC F FF RFFF FFFF CRFF RCRC FFFF
26 FFFF CCCC RRRC FFFF CRRR FFFF FFCR FFFF FFFF FFFF FFFF FSSS
27 SFFF FFFF FFFF FFCC FFFF FFFF RRCF FFFF FFFF FFFC FFFF FFFF
28 FFFF FFFF FFFF FFFF FFFF FFFF FFFF CFFF RFFF FFFF FFFS FFSS
29 FSSC FFFF FFFF FFFF FRCF FFFF RCCR FFFF FFCR FFFF FFFF RRCC
30 CCRC **** FFFF FFFF FCRR FFFF RFFF FFFF CFFF FFFF FFFF FFFF
31 CCFF **** FFFF **** CCFF **** FFFF FFCC **** FFFF **** FFFF
1821
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF RRFF CRFF CCFF CFFF RFRR FFFF FFCC CCRR CFFR RRFF CCCC
 2 FFFF CFFF FFFF CSCS FCFC FFFF FFFF FFFF CRFR CFFF FFFF CRFF
 3 FFFF CFFF CFFF FFFF RCFF FFFC RCFF CCFF FFRR FFFF FFFF FFFF
 4 FFFF CFFF FFFF FFFF CFFR FFFF FFFF FFFF CCRR FFFF RRSS CFFF
 5 FFFF CFFF FFFF FFFF RRFF FFFC FFFF FFFF FFFF FFFF RRFF CFFF
 6 FFFC FFFF FFFF CCFC RCFF FFFC FFFF FFFF FFFF FFFF FRRR SSFF
 7 SFFS SSCF FFFF FFFC CFFF FFFF FFFF FFCC FFFF FFFF RRFF FFFF
 8 FFFF FFFF FFFF CCCC FFFF FFFF CCRF RFCF FFRR CFFF FFFF FFRR
 9 CCFF FFFC FFFF CCFF FFFF FFFF FFFF FFFF CRRF FFFF FFFC FFFF
10 FFFF FFFF FFFC FFFF FFFF CCRR FFFF FFFF FFFF FFFF FFRF FFFC
11 RCSS FFFC CCCC FFFS CCRR FFFF CFRR FFCC FFRR FFFF FFFF CFFR
12 FFFC SRFF FFFF SSRR CCRR FFFF FFFF FFFF FRCC CCRC RCFF FFFF
13 CCSS FFFF FFFC FFFC FFFF FFRR FFFF FFFF FFFF FFFF FFFS SCRR
14 SSSC CSSS RRFF FFCC CFFF FFFF FFFF FFFF FFFF RFFR FFCS FFFF
15 FFFF FFFF FFFF RRCF FFFF RRRR FFFF FFFF FFFF FFFC CFFF FFFF
16 FFFC CSSS FFFF FFCC FFFF CFFC FFFF FFFF FCRR FFCF CFFF FFFF
17 SSSS SSFF RRSS SSSS CFRC FFFF FFFC CCFF RFCC FFFF CFFR FFFF
18 FFFF FFFF FFFF SSSF CRFF FFFF FFFF CCRR CFFF CFFF CFFF CFRF
19 FFFF FFFC FFFC FFFF FFFF CCFF FFFF FFFF FFFF SSRR CFFF FFFF
20 FFFF CFFF FFSR FFFC FFFF CFFC FFFF FFCC FFFF FFFF FFFF CCCC
21 FFFF FFFF FFFF FFFC FFCR CCRR FFRF RRFF RFFF FFFF FFFC RFRC
22 FFFF FFFC FFFF RRRF FFFF CFFF FFFF FFFF FFFF FFFF CFRR RFSR
23 SSFF SRRC CFFF FFFF FFFF RCFF CCCC FFFF FFFF FFFF CFFF FFFF
24 FFFF FFFC RCFF FFFF FFFC FFFF RCRR CCFF FFRR FFFF FCRR FFFF
25 FFFF FFFF CSFF FFFC FFFF FFFF CCRF FFFF FFFC FFFF FCRR CSSC
26 FFFF FFFF FFFF FFFF CCRR FFCC CCCC CFFR FFFF FFFF FFFF FFFF
27 FFCH FFFF FSRF FFFF CRRF FFFF FFFC CFFF FFFF FFFF FFFF FFFF
28 FFFF FFFF FFFF FFCC FFFF CCCC FFFF FFFF FFFF FFFF FFFF CFFF
29 CFFF **** FFFF FFCC CRRF RCRC FFCC CFFC FFFF FFFF FFCS FFFF
30 CFFF **** FFFF RRFF FFFF RCFF CCCC CRRC FFFC FFFF SSCC FCSS
31 FFFF **** FFFC **** CCRR **** FFFF FFFF **** FFFC **** FFFF
1822
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFFF FFFC FFFF FFFF CRRF CFFF FFFF FFFF FFFF FFFF RCCR CCRR
 2 RCFF FFFF CCRR FFFF CCCC CCCC FFFF FFFF FFFC CCFF FFFF FFFF
 3 FFFF FFFF CCFF FFFF FFFF FFFF RRCC FFFF RRCF FFFF FFFF CSSC
 4 FFCC SSSS FFFF FFFF FFFF FRRR FFFF CCFC FFCC FFFF FFCC CRRR
 5 FFFF FFFF FFFF RRRC RCFF FFFF FFFF CCCC FFFF FFFF FCFF CCCC
 6 SCFF CCSS FFFF FFFF FFFF FFFF      FFFF FFFF FFFF FFFF FFFF
 7 FFFF FFFF FFFF FFCC FFCC FFFF FFCC FFFF FRCR FFFF CCCC FFFF
 8 SRCC FFFF SSCC CCRR FFFF CCRC CCRF CCCC FFFF RRCC CCCR CCFF
 9 FFFF FFFF FFFF CCCC FFFF FFFF FFFF FFFF FFFF CFFF CCCC FFFF
10 FFFF CCCC FFCR CCRR FFFF FFFF FFFF FFFF CCCC FCRR FFFF CCRR
11 FFFF FFFF FFFF FFFF FFFF FFCC RCRR FFFF F FF RCCC CCFF FFFF
12 CCFF CCCC FFFF FFFF FFFF RRFF RRRR FFFF FFFF CRCF CCCC CCCC
13 SSFF SSSS FFFF FFCR FFFF FFFF FFFF FCRF FFFF FFFF FFFF CCCC
14 FFFF CCCC FFFF RRCC FFFF CCFF CRRC FFFF CCCC CCCC RRCC CCCC
15 FFFF FFFF FFFF FFFF CCFF FFFF RRRR RRRC CCCC FFFF FFFF FFFF
16 FFFF FCRR FFFF CCRR FFFF FFFF CCFF FFCR FFCC CRFF FFFF FFFF
17 FFFF CCRR FFFF FFFF FFCR FCCR FFFF FFRC FFFF FFCC FFFF RRFF
18 FFFF FFSS FFFF FFCR CFFF RRRR FFFF FFFF FFFF RRFC CCRR FFFF
19 RRCC SCFF FFFF FFFF FFRF CCCC FFFF CRCR FFFF CCCC CFFF RRCC
20 CCCC FFFF FFFF RRCR FFFF CCRF FFFF RRRR RRRR RRCC FFFF CCCR
21 FFFF CCRC FFFF CCFF CCRC FFFF CCRR FFFF FFFF RRRR RRRR SCCC
22 FFFF FFFF FCRR CCCC CCCC RCFF CCCC CFRR FFFF FFFF CCRR FFFF
23 FFFF FFFF CCCC FFFF CCFF FFFF FFFF RCCC FFFF FFFF FFFF FFFF
24 FFFF FFFF FFFF RCCC FFFF RRFF CCFF FFFF FFFF FFCC FFFF FFFF
25 FFFF FFFF FFFF CCCC FFFF FFFF RCFR FFFF FFFF FFFF RCCC CCCC
26 FFFF FFFF FFFF FFFF FFFF      FFCC FFFF CCFF FFFF CCCC FFFF
27 CCSS FFFF FFFF RRCC RRRR      FFFF FFFF CCCC FCRR CFFF FFCC
28 FFFF FFFF RRRR RRCC FFFF FFFF RRRC CCCC CCCC RRCC CRRR CCCC
29 FFFF **** FFFF FFFF FFFF FFFF FFFF FFFF RRRR FFFF CCCC FFFF
30 CSSR **** FFFF FCRR FFFF FFFF FFFF FFFF CFFF FFFF CCRR FFFF
31 CCSS **** FFFF **** CCRR **** FFFF FFFF **** FFFF **** FFFF
1823
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 CRSS FFFF FFFF FFFF CCCC FFFF FFFF CCCC CCCC FFFF RRRR FFFF
 2 FFFF FFFF FCRC FFFF RRRR FFFR FFCC RCCC FFFF FFFF RRRR CCCC
 3 RRCC CCSS FFFF CCCC FFFF FFFF CCFF CCRR FFFF FFFF FFFF FFFF
 4 CCSS CCCC FFFF FFFF CCCC CCCC FFFF FFRR FRRR FFCR CCFF FFFF
 5 SRSR FFCC RCCR FFFF FCCS CFFC CCFF FFFF FFFF FRCC FFFF FFFF
 6 FFFF FFFF CCCC FFFF FFFF FFFF RRRR FFFF FFFF FFFC FFCC FFFF
 7 FFFF FFFF FCFF CCCC FCCC FFFF CCCF FFFF CCCC FFFF RRCC CCCR
 8 FFFF CCCC FFFF CCCC FCCR RCRF RRCC CCCR CCFF CCCC FFFF CCCC
 9 FCCC FFFF CCCC FFFF RRRR FFFF FFFF FFFF FFFF CCCC FFFF RCSC
10 CCCC FFCC FFFF SSSS CCCC FFFF FFFF FFFF CCRR FFFF CCCC SSSS
11 FFFF CCCC FCRS SCCC CCCF FCRR FFRR RRRR FFFF FFFF RRRR RRRR
12 SCCC SSFC FCRR FFFF FFFF FFFF FFFF RRCC FFFF FFFF FFFF SCSS
13 FFFF FFFF FFFF FFFF CCCR CCFF CCCC FFRR CCFF CCRR CCCC FFFF
14 FFFF FCCC CCSR FFFF RRRR RCCR FFFF FFFF CCCC FFCC FFFF CCCC
15 CCCF FFFF FFFF FFCC FFFF FFFF CRRR CRCC FFCC FFFF FFFF CSCC
16 FFFF CCCC FFFF CCCC CFCC CRRR FCRR RRRR FFFF CCRR FFFF CSSS
17 FFFF FFFF FFCC CCCR RCCC FFFF FFFF CCCC CCCC CCCC CCCC FFFF
18 FFFF CCCS CCRR CCCR FFFF FFFF FRCC CCCF CCCC RRRC FFFF FFFF
19 CCCC FFFF FFFF FFFF CCFC FFFF FFFF RRCC FFFF FFFF CRRR CRRF
20 RCRR SCCS SSSS CRCC CCCC FFFF FFFF FFFF FFFF FFFF FFCR FFFF
21 CCCC FFFF FFFF CCCC CCCC FFFF FFFR FFRR CCCC FFCC FFFF FFFF
22 FFCC FFFC CCCC CCCC RRRR FFFF FFFF FFFF FFFF FFFF RRRC CCRR
23 SRRR FFFF CCFF CCCC RRRR FFFF FFFF FFFF FFCC FFCC FFFF RRRR
24 FFFF SSSS FFFF FFFF FFCC RRCC FFFF FFFF CCCC CCCC FFFF CCFF
25 RCCC SSSS FFFF FCCR CCCC CCCC CCCC FFFF CCCC CCCC CCCC FFFF
26 SCCC FRSR SSSS FFFF FFFF FFFF RRRR FFRR CCRR CCCC RRRR FFFF
27 CCCC FFFF FFFS CCCC CCCC RRRR CCFF FFRC CCCC CCCC FFFF FFCC
28 CCCF FFFF FFFC FFFF CCCC CCCC FFFF RCCC FFCR CRCC FFFF CCCC
29 FFFF **** FFCC FFSS RRRR FFFF FRRR FFFF FFCR CFFC FFFF FFRR
30 FRRC **** CCCC FFFF CCCC FFFF CCCC FFFF FFFF CCCC CCRR FFCC
31 CCSS **** SSSS **** FFFF **** CCCR FFFF **** CCCR **** FRFF
1824
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 CCCC FFFF FFFF FFFF FFCC FFCC FFFF FFFF RCFC FFFF SSCC FFFF
 2 CRRC FFCC CCFF CCRR CCRR RCCC CFFC FFFR FFFF FFFF RRRR CRRR
 3 SCCC FFFF FFFF FFFF CCCC CRRR CFFC FCFR FFFF FFFF FFFF CCCC
 4 FFFF CCFF FFFF FFFF CCCC CCCC FFFF CCCC RCRC FFCC FFCC RRRR
 5 CCCC FFFF CCCC FFFF CCCC RRFF FFFF FFFF FFFF FFFF CCCC FFFF
 6 CCCC FFCF FFFF FCRR FFFF FFFF FFFF FFFF RRCC CCCR CCCF CCCC
 7 FFFF FFFF CCRR FFFF RCCC FFCC FFCC CRRR FFCR RRRR FFFF RRRR
 8 FFFF CSSF FFFF FFFF FFFF FFFF FFRR CCCC RRRR FFFF FFFF FFFF
 9 FFFC FFFF FFFF FFFF FCCC CCCC FFCC CCCC FFFF FFFF CCRR FFFF
10 RCCR CCCC CCCF CCCC FFFF CCCC CRRR FFFF FFFF FFFF FFCC RRCR
11 SFFF CCCC FFFF CRRR FFFF FFFF FFFF FFFF CFCC CFFF FFFF CCRR
12 CCFF FFFF FFFF RRRR FFFF FFFF FFFF FFFF RFRR FFFF FFFF CCCC
13 CCRR FFFF SSCF CCRR RRRC FFFF CCCC CRFF CFRR FFFF FFFF SRRC
14 CCCC CCCC FFCC FFFF FFCC FFFC CCCC FFFF FFFF CCCC FFFF FFFF
15 FFCS SCRC FFFF RRRR RRRR FFFF FFFF FFFF FFFF FFFF CCRR FFFF
16 FFCC RRCC CCSS FFFF FFCC FFFF FFFF FFFF FFFF FFFF CCCC FFFF
17 FFFF SCFF CCCC FFCC FFFF FFFF FFFF FFFF RCRR FFFF CCCC FFFF
18 CCSS CCCC FFFF CCRR FFCC FFFF CCCC FFFF FFFF FFFF FFFF RRRR
19 CCCC CRRC FFFF FFCC RRRR FFFF FFFF FFFF CCCC FFFF FFFF FFFF
20 CCCC FFFF CCFF CCCC FFFF RRRR FFCC CCFF CCFF CCCC FFFF FFFF
21 CCCC FFCF FFFF CCCC RCCC CCCC FFCC CCCC FFFF RRCC FFFF FFFF
22 FFFF RRSS FFFF CFFC CCCC RRCC FFFF RCCF CRRR FFFF FFCC CCSS
23 FFFF FSSC SCCS RRRR FFCC CCFF FFFF FFCC FFFF FFFF FFFF CCFF
24 FFFF FCCF FFFF FFFF FFFF CCCC CRRR FFFF FFFF CCCC CCRR FFCC
25 CCCC FFCC CCFF FFFF FFFF FFFF RRRR FFFF FFFF FFFF FFFF FFFF
26 RSRS SCRR FFFF CCCC FFFF FFRR FFCC RRRC FFFF CRRC FFFF RCCC
27 FFFF RCFC FFFF CCCC FFFF FFCF CCCC RRRR FFCC FFFF RRRR RRRR
28 FFFF FFCC FCCC RRRR CFFF CCCC FFFF CCCC RRRR FFFF CCCC CCCC
29 FFFC FFCC RRRR FFCC FFFF FFFF CFCC FFCC RRRR CFFF SSFF FFFF
30 CCCC **** FFFF FFFF FFFF FFFC RRRR FFFF CRRF FFFF CCCC FFFF
31 SCCC **** FFFF **** CCCC **** CCCC CCRR **** FFFF **** FFFF
1825
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 FFCR CSSS CCCC FFCR FFFC FFFF CRFR CCCC FFFC FFFF FFFF RRRR
 2 SCFF SSSS FFFF CCCC CCCC RRCR CCCC RCRR FFFF FFFF CFFF FFFF
 3 FFFF FFFF FFFF CSSS FFCC FCRR CCCC CFFF FCRR FFCC FFFF CFFF
 4 FFFF FFFF FFFF FFFF FFFF CRRR CRRC FFFF RRRC RRRR FFFF CCCC
 5 FFFF FFFF CCCC FFFF RRRR RRRR CCCC FFFF FRRC CFFF FFFF FFFF
 6 FFFF FFFF CFFF CCCC CFFF RCFF RFFF FFFF FFFF FFFF FFFF FFFF
 7 FFCC FFCC FFFF FFFF FFFF FFFF FFFF FFCR CCFF FFFF FFFF FFFF
 8 CSSS FFFS CCCR FFFF FFCR FFFF FFFF FFFF CCRR CCCC FFFF FFFF
 9 CCCC FFCC RRRR FFFF FFCC FFFF FFFF CCCC CCCC CCCC FFFC FFFF
10 FFFF FFFF FFFF FFFF CCCC FFFF FFFF FFCC CCFF CCRR CCCC FFFF
11 FFFF FFFC FFCC FFFF FFFF FFRR FFFF FFFF FFFF CFFF CFFF CCCF
12 FFFF CRRR RRCC FFFF FFFF FFFF FFFF FFFF FCCC CFFF FFFF FFFF
13 CCRR SRFF FFFF FFFF FFFF CFFF FFFC FFFF FFFF CFFF FFFF FFFF
14 CCRR FFFF FFFF CCCC FFFF CFFF CFFF FFCC FFFF CCCC RRRR CFFF
15 CCCC CCFS FFFF FFFF CCCC FFFC FFFF CFFF FFFF CRRR FFCR FFFF
16 CCCC CCCC CCRR FFFF FFCC RCRF FFFC FFFF FFFC RFFF FFFF FFFF
17      FFCR CCCC FFFF FFFF FFFF FFFF FFFC RRRR CCCC CFCC RRRR
18 FFFF FFFR FFCC FFFF CCFF FFCC FFFF CFFF FFFF CFFF FFFF RRRR
19 FFFF CCCF RRFS CCCC FCRF FFFF FFFF CFFF FFFF FFFF FFFF FFFF
20 FFFF CCCC FFFF CCCC CCCC FFFF FFFF RRRR FFFF FFFF CCCC CCCC
21 FFFF SSSS CCCC FFFF FFFF FFFF FFFC RRRR CFFF CFFF FFFF FFFF
22 CCCF CCCC FFFF FFFF FFFF CCCC FFCC CCCC CFFF FFFF SCCC FFFF
23 SSSF FFFF FFFF FFFF FFFF FFFF CCCC FFFF CCCC FFCC CFFF FFFF
24 FFFF FFCC FFFF FFFF CCCR RCRC FRFF FFFF RRRC CFFF CCCF CCFF
25 FFFF CCCC FFFF CCCF CCCC RCRR FFCC FFFF FFFF CCCC CFCC CCCC
26 CCCC SSSS SSCF FFFF CCCC CRFF FFFF FFFF CCCC CCCC CCCC FFFF
27 FFCC SCCC CCFF FFCC FFFF FFFF FFFF FFFF RRRR CCCC CCCC FFCC
28 CCCC CSSC FFFF CCFF FFFF CCCC FFFF FFFF CCFF RRFF FFFF FFFF
29 CSSS **** RRCR RCCC FFFF FFFF FFFF FFFF FFFF FFFF FFFF CCFF
30 FFFF **** FFCR FFFC FFFF FFCC FFFF FFFF FFFF CCCC CCCC CRRR
31 FFFF **** RRRC **** FFFF **** FFFF FFFF **** CFFC **** RRRC
1826
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 CRRR FFFC RRRR FFFF FFFF FFFF CCRR CCRR CCCC RRRR RRCC FFFF
 2 FFFC SSSS RRSS FFFF CFCC CRRR FCRR FFFF FFFF FFFF FFFR FFFF
 3 FFFF CCCC RRRR FFFF CFFF FFRR FFFF FFFF RFFF FFFF FFFF FFFF
 4 FFFF FFSS CCRR FFFF FFFF FFRC FFFF FFFF RRCC FFFF FFCC CCCF
 5 FFFF CCFF CCCS FFFF CCCC RRRR FFFF FFFF RCCC CCFF FFFF FFFF
 6 FFFF FFFC CCRR FCCS FFFF FFFF FFFF CCCC FFFC FFFF FFFF FFFF
 7 CCCC CRRR FFCC SSCC FFFF FFFF FFFF CRFR FFFF CFFF CCCC FFRR
 8 RRRR CCFF RSSC FCFF CCCC CCCC FFFF CRRR FFFF RCFF FFFF CCCC
 9 CCRR FFFF CCCC RRCC FFFF FFFF FFFF CFFF FFFF FFFF FFFF FFFF
10 FFCC FCCC RRRC SSRR FFFF FFFF FFFF CCCR RRRR FFFF RRRR CCCR
11 FFFF CCCC FFFF FFFF FFFF FFFF FFFF RRRR CCCC FFFF FFFF FFFF
12 FCFF FFFF FFFF FFFF FFFF FFFF FFFF RRRC CRRR CFFF FFFF FFFF
13 FFFF FFFF FFFF FFFF FFFF FFFF CFCC RRRR CCCC RRRR FFFF FFFC
14 FFFF CRFF FFFF CCRF CFFC FFFF CRRR RRRR FFCC RRRR FFFR FSSS
15 RRRC FFFF FFFF FFFF FFFF RCFF CFFF RCRR FFFF FFFF FFFF FFFF
16 CCCC SCSS CCFF CCCC FFFF CCFF FFFF CCCC FFFF RRRR FFFF FFFF
17 FFFF CCCF FFFF RCFF FFFF FFFF FFFF CRFF FFFC FFFF CRRR CCCC
18 FFFF FFFC FFFF FFFF FFFF FFFF CRRR RCCR CCRR FFFF CFFF CSSS
19 FFFF FFFF CCCC CCCC FFFF FFFC FFFF RRFF CCCC RRCC FFCC SSCC
20 FFFC CCCC CCCC FFCC CCCC CCCR CFFF FFFC FFFF CRRR FFFC FFFF
21 FFFF SCCR CCFF FFFF FFFF RRRR CFCC RRRC FFFF RRRR SCCF CFFF
22 FFFF FFCC FFFF FFCC CCRF RRCC RFFF CCCF CFFF RCCC FFFC FFFF
23 FCCR FFCC CCFF FFFF FFFF RCCC FFFF CCCC CRRR CCFF CCCF FFFF
24 SSRR FFFF CCCC FCRR FFFF RRRR FFFF CCCC RRRR CFFF FFFF FFFF
25 FSSS FCRR CCCC CCCC FFFF CCCC FFFF RRRR CFFC FFFF FFFF FFFF
26 FFFF CCFF SSSS CCCC FFFF FFFF FFFF CCFC CCCC CFFF FFFF CRRR
27 FFFF SSSS CCCC CCCC FFFC FCFF CFFF CCCC RRRC FFFF FFFF RRCC
28 FFFF SSSS FFFF FFFF CRRC FFFF FFFF CCRR CCCC RRRR FFFC FFFF
29 FFFC **** CCCC RRRR CCCC CRRR FFFF FFFF FFFF FFFF FFFF FFFF
30 CSSS **** CCSS FFFF CCCC CCCC FFFF FFFF RFFF FFFC CFFF SSSS
31 FFFF **** SSFF **** FFFF **** FFFF FFFF **** FFFF **** SSSS
1827
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 RRRR FFFF CCRR CFFF RRRR CCCC FFCC FFFF FFFF FFFF FFFF FFFF
 2 CFFF FCFC SCCF FFFF RCCR FFFF FCCR FFFF FFFF CCCC FFCC CCFF
 3 FFFF CCCC FFSS FFFF FFFF FFFF RRRR FFFF FFCC RRRR FFFF CCCC
 4 FFFF CCCC FFSS FFFF FFFF FFFF FFFR FRRR FFFF CCFF CCRR CRCC
 5 FFFF CSSS FFSS RCCC FFCF FFFF FFFF FFFF FFFF FFFF FFFF CCCC
 6 FFFR CFFR FFCF CCCC FFFC FFFF FFFF FFFF CFFF CCCC FFFF CCCC
 7 RRRR FFFF RRRR FFFF RCCR CFFF FFFF FFFR FFFF FFFF SCRR CFFF
 8 CCCC CCCC FFFF FFFF CCFC CFFF FFFC FFFF FFFF FFCC SSSS CCRR
 9 CCCR FFCC SSSC FFFF FFFF CCRR FFFF FFFC CCCC FRRR FFFF CRRR
10 CCCC SSSS FFFF RRRR FFCR FCRR FFFF FFFF FFRR CCCC FFFF CCRR
11 CCCC SFFC FFFF FFFF RRRR FFFF FFFF CCRR CCCC FFFF FFFF FFRR
12 CCCC FFFF FFFF CCCC RRRR FFFF CCRR RRRR CCCC CCCC CCCC FFFF
13 FSSS CFFF FFFF FFFF FFFF FFFF FFFF FFFF CFFF CCCC CRRR FFFF
14 FFFF FFFF FFFF FFFF FFFF CCFF FFFC FFFF CCCC FFFF CCSS FFFF
15 FFFF CCCR FFCC CCCC FFFR RRCC CCCC CFFF FFFF RCFF SSSS RRCC
16 CSSR CCFF FFFF RRRR FFFF RRRR CCFF FFFR FFFF FFFF FFFF FFCC
17 FFFS FFFF FFFF FFCC FFFR CCCC FFFF RRRF FFFF FCRR CFFF CCCF
18 FFRR RFFF FCCC FFFF FFFF FFFF CCRF FFFF CCRR FFFF CFFF CSSS
19 FFSS FFFF RRRR FFFF CCCC FFFF FFFF FFFF RRRR FFFF FFFF CCCC
20 CCSS FFFF FFFF FFSF FFFF FFFC FFFF FFFF RRRR FFFF FFCC FFFF
21 FFFF FFFF FFFF CCFF FFFF RRRR FFFF CCCC RRRR CCCC CCFF FFFF
22 FFFC CFFF CFFF FFFF FFFF CCRR FFFF FFFF RFFR CFRR FFFF FFFF
23 CCSS FFFF CCFF FFFC RRRC FFFF FFFF FFFF CRCF RRFC FFFF FFFS
24 CCFF CCCC FFFF FFFF CCCC FFFF CCCC FFFF CCCC FFCF CCCC CCCC
25 FFFF SSCC FFFF RCFC CCFF CCFF FFCC CCCC CCCC FFFF CCCC FFFC
26 CCCC FFFF FFFF CCRR FFFF FFCC RRRR CCCR FFFF FCFC FFFF FFFF
27 FFCC CCRS FFFC CCFC FFFF CCCC CCFF RRRR FFFC FFFF FFFF FFFF
28 RCCC CCCC CCFF CRRR FFFF RCCC FFFF FFFF FFFF CCFF FFFF RRRR
29 FFFF **** FFFF RRFR CCCC FFFF FFFF FFFF CCCC CCCR CCCC FFFF
30 SSSS **** FFFF RRCC FFFF FFRF FFFF FFFF FFFF CCCC RRRR FFFF
31 SSSS **** SSSS **** FFFC **** FFFF FFFF **** FFFF **** FFCC
1828
   Jan. Feb. Mar. Apr. May  Jun. Jul. Aug. Sep. Oct. Nov. Dec.      
 1 CCCS CCSS FFFF FFFF FFFF RRRR FFFF FCRR FFFF      RFFC FFFF
 2 CCCR CCCC CCCC FRRR FFFF CCFF FFFF FFFF CCCR      RRRR FFCC
 3 RRCC RRCC CCCF CCFF CCCC CRRR FFFF FFFC RRRR      RRRR CCCC
 4 FFFF FFFF CCCF CCCC FFFF FRCC FFFF RCCC FFFR FFFF RRRR CCCC
 5 CCCC CCFF FFFF SSSS FFFF RRRR CCCC FCCC RRRF FFFC CFFF FFFF
 6 FRRC CCCC FFCR FFFF CCCC CFFF FFFF CCCC FFFF FFFF RRFF CCCC
 7 CCCC CCRR FFFF CCFF CFFF CFFF FFFF CCCC CCCC FFFF FFFF FFFF
 8 FRRC FFFF FFFC FFFF CFFF FFFR FFFF FFFF FFCC FFFF RRRC FFFF
 9 FFFF CCCC RRRC FFFF FFFF FFFF RCCC FFFF RRRC FFFF FFFF RCCC
10 FRCS CCCC FFFF FRFF FFFF FFFF FFFF FFFF RFFF CCCC FFFF FFFF
11 SRCC FFFF CRSS FFFF FFFF FCCC RCRR FFCF FFFF CCCC FFFF CCRR
12 CCCC FFFF CCCC FFFF FFFF RRFF FFFF FFFF FFFF CCCC RRRC FFFF
13 CCCC FFFF CCCC FFFF FFFF RFFF CCCC FFFF FFFF FFFF FFFF FCCC
14 FFFR CCCC FFFC FFFF CCCC FFFF RRRC FFFF FFFF FFCF CCCC CCCC
15 FFFF CCCC CCSS CCFF RRCC FFFF CCCC CCCR CCCC FFFF FFCC FFFF
16 FFFF SSCC FFCF FFFF CRRC FFFF RRRR FFFF CCFF FFFF FFFF FFFF
17 CCCC FFFF FFFF FFFF CFFF CCCC CFRR FFFF RRRC FFFF FFFF FFFF
18 FFFF CCCC FFFF CCCC CCRR FFFF FFFF CRFF FFFF FFFF FFFF FFFF
19 CCRR CFFF FFFC FFFF RRCC CCCC FFRF FFFF FFFF FFFF FFCR FFFF
20 FFFF FFFF FFFF CCCC RRCC FFFF FFCC FFFF FFFF FFFF RCCC FFFF
21 SSFF RRRR CCRF RRRR CCFR FFFF FFFF FFFF CCCC FFFF FFFF FFFF
